SN,ID,Year,Semester,CourseLevel,CourseType,Gender,Asignment,StudentsGrade,InstructorsGrade,Difference,Behavior,,,
781,23A14,2016,2,2,F2F,1,quiz1,100,80,-20,1,,,
387,23B11,2016,2,2,F2F,1,quiz1,100,80,-20,1,,,
479,23A10,2016,2,2,F2F,1,quiz2,100,80,-20,1,,,
2287,41A34,2016,1,2,F2F,1,quiz1,90,70,-20,1,,,
1485,21A2,2016,1,2,F2F,0,Midterm II,85,65,-20,1,,,
1634,21C9,2016,1,2,F2F,0,Midterm II,85,65,-20,1,,,
2576,11C12,2016,1,2,F2F,0,Midterm I,83,63,-20,1,,,
1492,21A3,2016,1,2,F2F,1,Midterm II,83,63,-20,1,,,
1545,21B3,2016,1,2,F2F,0,final,81,61,-20,1,,,
1499,21A4,2016,1,2,F2F,1,Quiz6,80,60,-20,1,,,
1678,21C13,2016,1,2,F2F,1,Quiz6,80,60,-20,1,,,
1577,21B4,2016,1,2,F2F,0,Midterm I,80,60,-20,1,,,
1805,21C12,2016,1,2,F2F,0,final,78,58,-20,1,,,
2139,21D10,2016,1,2,F2F,0,Midterm II,75,55,-20,1,,,
2404,31A10,2016,1,2,F2F,1,Quiz5,70,50,-20,1,,,
1505,21A4,2016,1,2,F2F,1,Quiz5,70,50,-20,1,,,
1535,21A4,2016,1,2,F2F,0,Quiz5,70,50,-20,1,,,
1496,21A1,2016,1,2,F2F,1,Quiz5,70,50,-20,1,,,
1956,21B15,2016,1,2,F2F,1,Quiz6,70,50,-20,1,,,
2152,21D6,2016,1,2,F2F,1,Quiz7,70,50,-20,1,,,
2153,21D8,2016,1,2,F2F,0,Test2,70,50,-20,1,,,
2356,31B21,2016,1,2,F2F,1,Quiz 2,70,50,-20,1,,,
1342,11B6,2016,1,2,F2F,0,quiz1,70,50,-20,1,,,
1550,21C11,2016,1,2,F2F,0,Quiz3,60,40,-20,1,,,
1773,21B16,2016,1,2,F2F,0,quiz1,60,40,-20,1,,,
2089,21D6,2016,1,2,F2F,0,Quiz4,50,30,-20,1,,,
2353,31B25,2016,1,2,F2F,0,Quiz5,50,30,-20,1,,,
1985,21C12,2016,1,2,F2F,1,Quiz5,50,30,-20,1,,,
328,13D9,2016,2,2,F2F,0,quiz2,100,80,-20,1,,,
658,13D9,2016,2,2,F2F,0,quiz2,100,80,-20,1,,,
768,13D9,2016,2,2,F2F,1,quiz2,100,80,-20,1,,,
1208,13D9,2016,2,2,F2F,0,quiz3,100,80,-20,1,,,
1276,13A17,2016,2,2,F2F,0,quiz3,100,80,-20,1,,,
320,23B16,2016,2,2,F2F,1,quiz3,100,80,-20,1,,,
2288,41A30,2016,1,2,F2F,1,quiz2,90,70,-20,1,,,
1491,21A3,2016,1,2,F2F,1,quiz2,80,60,-20,1,,,
1699,21B23,2016,1,2,F2F,1,quiz3,80,60,-20,1,,,
1885,21B4,2016,1,2,F2F,1,quiz3,80,60,-20,1,,,
1528,21A1,2016,1,2,F2F,0,quiz2,70,50,-20,1,,,
1787,21B20,2016,1,2,F2F,1,quiz2,70,50,-20,1,,,
1780,21B25,2016,1,2,F2F,1,quiz2,70,50,-20,1,,,
2084,21D5,2016,1,2,F2F,0,quiz3,70,50,-20,1,,,
2144,21D7,2016,1,2,F2F,0,quiz3,70,50,-20,1,,,
1731,21B26,2016,1,2,F2F,1,quiz2,60,40,-20,1,,,
2560,11C14,2016,1,2,F2F,0,quiz3,60,40,-20,1,,,
2347,31A17,2016,1,2,F2F,1,quiz3,50,30,-20,1,,,
1306,13A14,2016,2,2,F2F,0,quiz6,100,80,-20,1,,,
987,23B8,2016,2,2,F2F,0,quiz7,100,80,-20,1,,,
937,23B11,2016,2,2,F2F,0,quiz7,100,80,-20,1,,,
216,13B3,2016,2,2,F2F,0,quiz9,100,80,-20,1,,,
546,13B3,2016,2,2,F2F,0,test1,100,80,-20,1,,,
1096,13B3,2016,2,2,F2F,0,test1,100,80,-20,1,,,
878,13D9,2016,2,2,F2F,0,test1,100,80,-20,1,,,
1318,13D9,2016,2,2,F2F,1,test1,100,80,-20,1,,,
988,13D9,2016,2,2,F2F,1,test1,100,80,-20,1,,,
2326,31A12,2016,1,2,F2F,0,quiz6,90,70,-20,1,,,
1406,11A9,2016,1,2,F2F,1,quiz6,90,70,-20,1,,,
2514,11C14,2016,1,2,F2F,0,quiz6,90,70,-20,1,,,
1672,21C16,2016,1,2,F2F,0,Test1,80,60,-20,1,,,
2345,31A16,2016,1,2,F2F,1,quiz6,50,30,-20,1,,,
2341,31B04,2016,1,2,F2F,1,quiz6,50,30,-20,1,,,
2548,11C23,2016,1,2,F2F,1,Quiz8,97,77,-20,1,,,
1289,13A1,2016,2,2,F2F,1,Final,100,81,-19,1,,,
1992,21C6,2016,1,2,F2F,1,Midterm I,95,76,-19,1,,,
1889,21C14,2016,1,2,F2F,1,Midterm II,85,66,-19,1,,,
2186,21D10,2016,1,2,F2F,0,Final,69,50,-19,1,,,
2256,41A16,2016,1,2,F2F,0,Test1,61,42,-19,1,,,
1737,21C26,2016,1,2,F2F,0,Test1,80,61,-19,1,,,
1249,23A10,2016,2,2,F2F,1,Final,100,82,-18,1,,,
253,23B5,2016,2,2,F2F,1,final,100,82,-18,1,,,
278,23B17,2016,2,2,F2F,1,Midterm III,100,82,-18,1,,,
198,13A8,2016,2,2,F2F,1,MIDTERM I,99,81,-18,1,,,
2046,21B28,2016,1,2,F2F,1,final,94,76,-18,1,,,
1867,21C17,2016,1,2,F2F,1,final,93,75,-18,1,,,
1852,21C3,2016,1,2,F2F,1,Test3,85,67,-18,1,,,
1673,21C10,2016,1,2,F2F,0,final,83,65,-18,1,,,
1778,21C20,2016,1,2,F2F,1,Midterm II,80,62,-18,1,,,
1854,21C4,2016,1,2,F2F,1,final,76,58,-18,1,,,
2386,31A16,2016,1,2,F2F,1,final,74,56,-18,1,,,
1747,21C23,2016,1,2,F2F,1,Final,66,48,-18,1,,,
2552,11C2,2016,1,2,F2F,1,test4,54,36,-18,1,,,
2374,31A03,2016,1,2,F2F,0,final,95,78,-17,1,,,
2549,11C14,2016,1,2,F2F,1,final,94,77,-17,1,,,
1642,21B28,2016,1,2,F2F,1,Midterm III,87,70,-17,1,,,
1450,11A19,2016,1,2,F2F,0,Test3,85,68,-17,1,,,
1453,11A17,2016,1,2,F2F,1,final,78,61,-17,1,,,
1983,21B22,2016,1,2,F2F,0,Quiz 2,50,33,-17,1,,,
1638,21B17,2016,1,2,F2F,1,Quiz2,83,66,-17,1,,,
1604,21B17,2016,1,2,F2F,1,Quiz5,83,66,-17,1,,,
2443,31B15,2016,1,2,F2F,1,Test2,83,66,-17,1,,,
2366,31B13,2016,1,2,F2F,1,Quiz1,81,64,-17,1,,,
2399,31B01,2016,1,2,F2F,1,Quiz3,81,64,-17,1,,,
2400,31B14,2016,1,2,F2F,1,Quiz4,81,64,-17,1,,,
2410,31A12,2016,1,2,F2F,1,Test1,81,64,-17,1,,,
1636,21B14,2016,1,2,F2F,1,Final,75,58,-17,1,,,
1580,21B4,2016,1,2,F2F,0,exam3,83,67,-16,1,,,
2235,41A15,2016,1,2,F2F,0,Test3,95,79,-16,1,,,
1380,11A26,2016,1,2,F2F,1,final,86,70,-16,1,,,
1798,21B18,2016,1,2,F2F,1,Midterm II,85,69,-16,1,,,
1495,21A6,2016,1,2,F2F,1,Midterm II,83,67,-16,1,,,
2449,31A04,2016,1,2,F2F,0,Test1,80,64,-16,1,,,
2450,31A19,2016,1,2,F2F,0,Midterm II,80,64,-16,1,,,
2451,31A19,2016,1,2,F2F,1,Midterm II,80,64,-16,1,,,
1609,21C7,2016,1,2,F2F,1,Midterm I,72,56,-16,1,,,
1986,21C19,2016,1,2,F2F,0,Quiz1,60,44,-16,1,,,
785,13A11,2016,2,2,F2F,1,Test1,100,84,-16,1,,,
1362,11B1,2016,1,2,F2F,0,test4,70,54,-16,1,,,
1887,21B3,2016,1,2,F2F,1,Quiz6,75,59,-16,1,,,
1487,21A2,2016,1,2,F2F,1,Test3,75,59,-16,1,,,
426,13A14,2016,2,2,F2F,1,exam3,98,83,-15,1,,,
1194,13A25,2016,2,2,F2F,1,exam3,95,80,-15,1,,,
2087,21D15,2016,1,2,F2F,1,exam3,91,76,-15,1,,,
2123,21D3,2016,1,2,F2F,1,exam3,72,57,-15,1,,,
769,13D13,2016,2,2,F2F,1,Quiz8,100,85,-15,1,,,
1209,13D13,2016,2,2,F2F,1,Midterm II,100,85,-15,1,,,
745,13A10,2016,2,2,F2F,0,Medterm I,97,82,-15,1,,,
1295,13A10,2016,2,2,F2F,1,quiz1,95,80,-15,1,,,
2236,41A21,2016,1,2,F2F,1,Medterm I,94,79,-15,1,,,
2387,31A04,2016,1,2,F2F,0,Medterm I,93,78,-15,1,,,
1722,21C19,2016,1,2,F2F,1,Final,90,75,-15,1,,,
1841,21B19,2016,1,2,F2F,1,Midterm II,75,60,-15,1,,,
1783,21B25,2016,1,2,F2F,0,Final,73,58,-15,1,,,
2166,21D2,2016,1,2,F2F,1,Final,72,57,-15,1,,,
2467,31B07,2016,1,2,F2F,0,Medterm I,70,55,-15,1,,,
1532,21A4,2016,1,2,F2F,0,quiz2,90,75,-15,1,,,
2567,11C20,2016,1,2,F2F,1,quiz2,75,60,-15,1,,,
2470,31A11,2016,1,2,F2F,1,Quiz7,86,71,-15,1,,,
2237,41A22,2016,1,2,F2F,0,exam3,93,79,-14,1,,,
2088,21D5,2016,1,2,F2F,0,exam3,90,76,-14,1,,,
1379,11A21,2016,1,2,F2F,0,exam3,77,63,-14,1,,,
1376,11A26,2016,1,2,F2F,0,exam3,74,60,-14,1,,,
2419,31A19,2016,1,2,F2F,0,exam3,70,56,-14,1,,,
1251,13A18,2016,2,2,F2F,0,Final,98,84,-14,1,,,
765,13C23,2016,2,2,F2F,0,Final,94,80,-14,1,,,
2238,41A35,2016,1,2,F2F,1,final,93,79,-14,1,,,
2147,21D1,2016,1,2,F2F,0,FINAL,90,76,-14,1,,,
1466,11A6,2016,1,2,F2F,1,final,88,74,-14,1,,,
1872,21C1,2016,1,2,F2F,0,final,82,68,-14,1,,,
2494,31A16,2016,1,2,F2F,1,MIDTERM I,80,66,-14,1,,,
2033,21B29,2016,1,2,F2F,0,Final,78,64,-14,1,,,
1790,21C17,2016,1,2,F2F,0,Medterm II,75,61,-14,1,,,
1639,21B22,2016,1,2,F2F,0,Final,70,56,-14,1,,,
1879,21B26,2016,1,2,F2F,1,Final,61,47,-14,1,,,
1843,21C17,2016,1,2,F2F,1,TEST I,84,70,-14,1,,,
1921,21C6,2016,1,2,F2F,1,test3,55,41,-14,1,,,
2148,21D13,2016,1,2,F2F,1,Quiz1,90,76,-14,1,,,
2267,41A18,2016,1,2,F2F,1,Quiz4,90,76,-14,1,,,
2284,41A24,2016,1,2,F2F,1,Test1,90,76,-14,1,,,
1343,11B13,2016,1,2,F2F,1,Quiz3,68,54,-14,1,,,
1358,11B7,2016,1,2,F2F,0,exam3,85,72,-13,1,,,
409,13A1,2016,2,2,F2F,0,Midterm III,100,87,-13,1,,,
961,13A9,2016,2,2,F2F,1,MIDTERM I,99,86,-13,1,,,
453,23B2,2016,2,2,F2F,0,Final,95,82,-13,1,,,
478,23B7,2016,2,2,F2F,1,Final,95,82,-13,1,,,
497,23B11,2016,2,2,F2F,1,Medterm II,95,82,-13,1,,,
528,13A8,2016,2,2,F2F,0,MIDTERM I,94,81,-13,1,,,
2480,31A01,2016,1,2,F2F,0,Final,86,73,-13,1,,,
2542,11C2,2016,1,2,F2F,0,Test3,85,72,-13,1,,,
2543,11C19,2016,1,2,F2F,1,Midterm I,85,72,-13,1,,,
1902,21C3,2016,1,2,F2F,1,final,83,70,-13,1,,,
2474,31A14,2016,1,2,F2F,1,Quiz 2,80,67,-13,1,,,
1385,11B16,2016,1,2,F2F,1,Quiz6,90,77,-13,1,,,
1587,21C6,2016,1,2,F2F,1,Test3,90,77,-13,1,,,
2295,41A26,2016,1,2,F2F,1,Final,77,64,-13,1,,,
2573,11C23,2016,1,2,F2F,1,Quiz8,72,59,-13,1,,,
1272,13A21,2016,2,2,F2F,1,Test2,100,88,-12,1,,,
866,13A14,2016,2,2,F2F,1,final,100,88,-12,1,,,
701,13A18,2016,2,2,F2F,0,Final,100,88,-12,1,,,
1105,23A15,2016,2,2,F2F,1,Midterm I,100,88,-12,1,,,
547,23B8,2016,2,2,F2F,1,Medterm I,94,82,-12,1,,,
2388,31B17,2016,1,2,F2F,1,Test2,90,78,-12,1,,,
2389,31B20,2016,1,2,F2F,0,Midterm I,90,78,-12,1,,,
2390,31B16,2016,1,2,F2F,0,Quiz1,90,78,-12,1,,,
2352,31A15,2016,1,2,F2F,0,final,88,76,-12,1,,,
1420,11A6,2016,1,2,F2F,1,Midterm III,85,73,-12,1,,,
1488,21A2,2016,1,2,F2F,1,final,73,61,-12,1,,,
1586,21B17,2016,1,2,F2F,0,Test1,80,68,-12,1,,,
1763,21C1,2016,1,2,F2F,1,Test1,80,68,-12,1,,,
2391,31B03,2016,1,2,F2F,0,test4,90,78,-12,1,,,
1883,21B17,2016,1,2,F2F,0,test4,71,59,-12,1,,,
2541,11C21,2016,1,2,F2F,1,Quiz7,81,69,-12,1,,,
1293,13B30,2016,2,2,F2F,0,exam3,95,84,-11,1,,,
657,23B8,2016,2,2,F2F,0,exam3,93,82,-11,1,,,
406,13B32,2016,2,2,F2F,0,final,100,89,-11,1,,,
956,13B32,2016,2,2,F2F,0,Midterm I,100,89,-11,1,,,
296,13B32,2016,2,2,F2F,0,Quiz 2,100,89,-11,1,,,
603,13B11,2016,2,2,F2F,0,Quiz 2,100,89,-11,1,,,
1153,13B11,2016,2,2,F2F,1,Quiz 2,100,89,-11,1,,,
327,23B8,2016,2,2,F2F,0,Quiz1,100,89,-11,1,,,
336,23A19,2016,2,2,F2F,0,Quiz1,100,89,-11,1,,,
337,23B13,2016,2,2,F2F,1,Quiz1,100,89,-11,1,,,
339,23A3,2016,2,2,F2F,1,Quiz1,100,89,-11,1,,,
976,13A14,2016,2,2,F2F,1,Final,94,83,-11,1,,,
212,13B10,2016,2,2,F2F,0,final,91,80,-11,1,,,
2239,41A22,2016,1,2,F2F,1,Test3,90,79,-11,1,,,
2465,31B23,2016,1,2,F2F,0,final,82,71,-11,1,,,
1644,21C25,2016,1,2,F2F,1,Midterm II,80,69,-11,1,,,
1445,11B11,2016,1,2,F2F,1,Test2,70,59,-11,1,,,
1987,21C23,2016,1,2,F2F,0,Final,55,44,-11,1,,,
2149,21D10,2016,1,2,F2F,1,Test1,45,34,-11,1,,,
1400,11A22,2016,1,2,F2F,1,test2,60,49,-11,1,,,
1433,11B14,2016,1,2,F2F,1,test4,78,67,-11,1,,,
1322,11B16,2016,1,2,F2F,1,test4,59,48,-11,1,,,
2072,21D12,2016,1,2,F2F,1,test4,44,33,-11,1,,,
1923,21C14,2016,1,2,F2F,0,Quiz7,73,62,-11,1,,,
193,13B30,2016,2,2,F2F,1,exam3,100,90,-10,1,,,
877,23B8,2016,2,2,F2F,0,exam3,90,80,-10,1,,,
1392,11A25,2016,1,2,F2F,1,exam3,85,75,-10,1,,,
1421,11B7,2016,1,2,F2F,0,exam3,83,73,-10,1,,,
1802,21B1,2016,1,2,F2F,1,exam3,75,65,-10,1,,,
1479,21A7,2016,1,2,F2F,0,exam3,70,60,-10,1,,,
2563,11C3,2016,1,2,F2F,1,exam3,70,60,-10,1,,,
523,13B30,2016,2,2,F2F,1,Quiz1,100,90,-10,1,,,
1073,13B30,2016,2,2,F2F,1,Quiz1,100,90,-10,1,,,
1286,13B32,2016,2,2,F2F,1,Quiz4,100,90,-10,1,,,
157,13A29,2016,2,2,F2F,1,Quiz4,100,90,-10,1,,,
487,13A29,2016,2,2,F2F,1,Quiz5,100,90,-10,1,,,
1037,13A29,2016,2,2,F2F,1,Quiz7,100,90,-10,1,,,
64,13C32,2016,2,2,F2F,1,Final,100,90,-10,1,,,
174,13C32,2016,2,2,F2F,0,Quiz 1,100,90,-10,1,,,
284,13C32,2016,2,2,F2F,0,Quiz 2,100,90,-10,1,,,
831,13C29,2016,2,2,F2F,0,quiz1,100,90,-10,1,,,
944,13C32,2016,2,2,F2F,0,quiz1,100,90,-10,1,,,
1271,13C29,2016,2,2,F2F,1,quiz1,100,90,-10,1,,,
1246,13B9,2016,2,2,F2F,1,quiz1,100,90,-10,1,,,
631,13A9,2016,2,2,F2F,0,Test1,96,86,-10,1,,,
885,23A15,2016,2,2,F2F,1,Test1,95,85,-10,1,,,
275,13D26,2016,2,2,F2F,0,Medterm II,93,83,-10,1,,,
149,23A10,2016,2,2,F2F,0,Quiz 1,90,80,-10,1,,,
277,23B11,2016,2,2,F2F,0,Quiz 2,90,80,-10,1,,,
368,23B7,2016,2,2,F2F,0,Quiz 3,90,80,-10,1,,,
232,23A2,2016,2,2,F2F,1,quiz1,90,80,-10,1,,,
718,23B17,2016,2,2,F2F,1,quiz2,90,80,-10,1,,,
1819,21C6,2016,1,2,F2F,0,final,85,75,-10,1,,,
1696,21B21,2016,1,2,F2F,1,final,85,75,-10,1,,,
2283,41A34,2016,1,2,F2F,0,MIDTERM I,80,70,-10,1,,,
2591,11C20,2016,1,2,F2F,0,Quiz 2,80,70,-10,1,,,
1377,11A20,2016,1,2,F2F,1,Quiz 3,80,70,-10,1,,,
2589,11C13,2016,1,2,F2F,1,quiz1,80,70,-10,1,,,
1357,11B3,2016,1,2,F2F,0,final,75,65,-10,1,,,
1865,21C10,2016,1,2,F2F,1,Midterm I,75,65,-10,1,,,
1784,21C1,2016,1,2,F2F,1,Final,71,61,-10,1,,,
2365,31A07,2016,1,2,F2F,0,Final,70,60,-10,1,,,
1585,21B10,2016,1,2,F2F,0,final,70,60,-10,1,,,
1448,11B5,2016,1,2,F2F,0,Test1,68,58,-10,1,,,
1602,21B2,2016,1,2,F2F,1,Midterm I,68,58,-10,1,,,
2432,31A14,2016,1,2,F2F,1,Quiz 2,60,50,-10,1,,,
1582,21B19,2016,1,2,F2F,1,Quiz5,50,40,-10,1,,,
1621,21C1,2016,1,2,F2F,1,quiz1,50,40,-10,1,,,
886,23A19,2016,2,2,F2F,0,quiz2,100,90,-10,1,,,
796,13B12,2016,2,2,F2F,1,quiz3,100,90,-10,1,,,
599,13B4,2016,2,2,F2F,1,quiz3,100,90,-10,1,,,
1149,13B4,2016,2,2,F2F,1,quiz3,100,90,-10,1,,,
778,23A7,2016,2,2,F2F,0,quiz2,90,80,-10,1,,,
2202,41A12,2016,1,2,F2F,0,quiz3,80,70,-10,1,,,
1857,21C19,2016,1,2,F2F,1,quiz3,60,50,-10,1,,,
1728,21C2,2016,1,2,F2F,0,quiz3,50,40,-10,1,,,
1341,11A18,2016,1,2,F2F,0,quiz3,50,40,-10,1,,,
2403,31A09,2016,1,2,F2F,1,quiz3,40,30,-10,1,,,
520,13B15,2016,2,2,F2F,0,quiz6,100,90,-10,1,,,
1070,13B15,2016,2,2,F2F,1,quiz6,100,90,-10,1,,,
66,13A17,2016,2,2,F2F,0,quiz8,100,90,-10,1,,,
396,13A17,2016,2,2,F2F,1,quiz8,100,90,-10,1,,,
946,13A17,2016,2,2,F2F,1,quiz9,100,90,-10,1,,,
606,13A6,2016,2,2,F2F,0,Test1,100,90,-10,1,,,
1156,13A6,2016,2,2,F2F,0,test1,100,90,-10,1,,,
782,23A2,2016,2,2,F2F,1,test1,90,80,-10,1,,,
2191,21D16,2016,1,2,F2F,1,quiz6,80,70,-10,1,,,
2279,41A13,2016,1,2,F2F,1,quiz7,80,70,-10,1,,,
1473,21A7,2016,1,2,F2F,1,test1,50,40,-10,1,,,
817,13A29,2016,2,2,F2F,0,test3,95,85,-10,1,,,
1422,11B9,2016,1,2,F2F,0,test4,83,73,-10,1,,,
2246,41A19,2016,1,2,F2F,1,Quiz7,89,79,-10,1,,,
1417,11A5,2016,1,2,F2F,1,Quiz3,82,72,-10,1,,,
2280,41A34,2016,1,2,F2F,1,Quiz7,80,70,-10,1,,,
1643,21B9,2016,1,2,F2F,0,Quiz1,75,65,-10,1,,,
1720,21C23,2016,1,2,F2F,0,Quiz4,75,65,-10,1,,,
1637,21C5,2016,1,2,F2F,0,Test1,75,65,-10,1,,,
1968,21B2,2016,1,2,F2F,1,exam3,85,76,-9,1,,,
1693,21C22,2016,1,2,F2F,1,exam3,79,70,-9,1,,,
601,13B28,2016,2,2,F2F,0,Midterm II,97,88,-9,1,,,
646,13A14,2016,2,2,F2F,1,Midterm II,90,81,-9,1,,,
2479,31B07,2016,1,2,F2F,0,FINAL,84,75,-9,1,,,
2524,11C16,2016,1,2,F2F,1,MIDTERM I,80,71,-9,1,,,
1662,21B4,2016,1,2,F2F,1,Midterm III,62,53,-9,1,,,
1646,21C15,2016,1,2,F2F,0,test3,80,71,-9,1,,,
1158,23B17,2016,2,2,F2F,0,test3,100,91,-9,1,,,
220,23A20,2016,2,2,F2F,1,test4,89,80,-9,1,,,
1181,13A9,2016,2,2,F2F,1,Quiz6,95,86,-9,1,,,
741,13A9,2016,2,2,F2F,0,Quiz6,95,86,-9,1,,,
83,13B30,2016,2,2,F2F,1,Test3,95,86,-9,1,,,
326,13B3,2016,2,2,F2F,0,Test3,95,86,-9,1,,,
1311,23A18,2016,2,2,F2F,1,Quiz1,93,84,-9,1,,,
739,13A1,2016,2,2,F2F,1,Quiz4,93,84,-9,1,,,
890,23A8,2016,2,2,F2F,1,Quiz6,93,84,-9,1,,,
834,13C32,2016,2,2,F2F,1,Test1,93,84,-9,1,,,
1274,13C32,2016,2,2,F2F,1,Test3,93,84,-9,1,,,
605,13D26,2016,2,2,F2F,1,Quiz1,92,83,-9,1,,,
715,13D26,2016,2,2,F2F,1,Quiz4,92,83,-9,1,,,
1155,13D26,2016,2,2,F2F,0,Quiz8,92,83,-9,1,,,
322,13B10,2016,2,2,F2F,1,Test1,92,83,-9,1,,,
2393,31B11,2016,1,2,F2F,1,Quiz2,87,78,-9,1,,,
2394,31B21,2016,1,2,F2F,1,Quiz5,87,78,-9,1,,,
2395,31A08,2016,1,2,F2F,1,Test2,87,78,-9,1,,,
2401,31A04,2016,1,2,F2F,1,Final,87,78,-9,1,,,
2029,21B16,2016,1,2,F2F,1,Quiz7,85,76,-9,1,,,
2473,31B12,2016,1,2,F2F,1,Quiz3,84,75,-9,1,,,
959,13A1,2016,2,2,F2F,0,exam3,95,87,-8,1,,,
385,13D26,2016,2,2,F2F,1,MIDTERM I,100,92,-8,1,,,
495,13D26,2016,2,2,F2F,1,Midterm I,100,92,-8,1,,,
1045,13D26,2016,2,2,F2F,1,Midterm II,100,92,-8,1,,,
682,13A30,2016,2,2,F2F,1,Midterm II,100,92,-8,1,,,
1139,23A10,2016,2,2,F2F,0,final,98,90,-8,1,,,
341,23A14,2016,2,2,F2F,1,final,97,89,-8,1,,,
87,13B17,2016,2,2,F2F,0,final,93,85,-8,1,,,
1048,23B17,2016,2,2,F2F,0,MIDTERM I,90,82,-8,1,,,
100,23B16,2016,2,2,F2F,0,Midterm I,90,82,-8,1,,,
2247,41A34,2016,1,2,F2F,1,Final,87,79,-8,1,,,
2402,31B10,2016,1,2,F2F,1,Midterm I,86,78,-8,1,,,
2078,21D16,2016,1,2,F2F,0,final,84,76,-8,1,,,
2079,21D5,2016,1,2,F2F,1,Midterm III,84,76,-8,1,,,
1372,11B6,2016,1,2,F2F,1,final,83,75,-8,1,,,
2425,31B11,2016,1,2,F2F,1,final,78,70,-8,1,,,
2185,21D7,2016,1,2,F2F,1,Midterm I,70,62,-8,1,,,
1572,21B27,2016,1,2,F2F,1,Medterm II,68,60,-8,1,,,
2070,21D9,2016,1,2,F2F,1,Test1,38,30,-8,1,,,
1365,11B12,2016,1,2,F2F,1,Test1,80,72,-8,1,,,
2325,31B22,2016,1,2,F2F,1,test4,84,76,-8,1,,,
963,13B30,2016,2,2,F2F,1,Quiz7,94,86,-8,1,,,
388,23B17,2016,2,2,F2F,1,Quiz2,88,80,-8,1,,,
445,23A15,2016,2,2,F2F,1,Quiz5,88,80,-8,1,,,
550,23A20,2016,2,2,F2F,1,Test2,88,80,-8,1,,,
1904,21B24,2016,1,2,F2F,1,Quiz8,85,77,-8,1,,,
2409,31A04,2016,1,2,F2F,0,Quiz6,84,76,-8,1,,,
2492,31A15,2016,1,2,F2F,0,Test3,84,76,-8,1,,,
416,13C6,2016,2,2,F2F,1,final,91,84,-7,1,,,
95,13A22,2016,2,2,F2F,0,MIDTERM I,90,83,-7,1,,,
101,23A18,2016,2,2,F2F,0,Final,89,82,-7,1,,,
1905,21B10,2016,1,2,F2F,0,Test3,84,77,-7,1,,,
2122,21D11,2016,1,2,F2F,1,final,77,70,-7,1,,,
1732,21B11,2016,1,2,F2F,0,Final,73,66,-7,1,,,
2442,31B04,2016,1,2,F2F,1,Test2,72,65,-7,1,,,
1360,11A7,2016,1,2,F2F,0,Final,71,64,-7,1,,,
2204,41A10,2016,1,2,F2F,1,Test3,70,63,-7,1,,,
2349,31A06,2016,1,2,F2F,1,Test3,70,63,-7,1,,,
1834,21B5,2016,1,2,F2F,1,Test1,60,53,-7,1,,,
2583,11C17,2016,1,2,F2F,1,Final,60,53,-7,1,,,
425,13A22,2016,2,2,F2F,0,Test1,90,83,-7,1,,,
892,23A2,2016,2,2,F2F,0,test4,87,80,-7,1,,,
1151,13B28,2016,2,2,F2F,1,Quiz3,95,88,-7,1,,,
1089,23B14,2016,2,2,F2F,1,Final,95,88,-7,1,,,
975,13A22,2016,2,2,F2F,0,Quiz1,90,83,-7,1,,,
401,13C31,2016,2,2,F2F,0,Quiz4,90,83,-7,1,,,
414,13C3,2016,2,2,F2F,0,Quiz7,90,83,-7,1,,,
511,13C31,2016,2,2,F2F,0,Quiz8,90,83,-7,1,,,
524,13C3,2016,2,2,F2F,0,Test1,90,83,-7,1,,,
1154,13A27,2016,2,2,F2F,1,exam3,100,94,-6,1,,,
397,13B16,2016,2,2,F2F,1,exam3,96,90,-6,1,,,
2268,41A17,2016,1,2,F2F,1,exam3,63,57,-6,1,,,
722,13A21,2016,2,2,F2F,0,Final,93,87,-6,1,,,
417,13B17,2016,2,2,F2F,1,Medterm II,91,85,-6,1,,,
1076,13C6,2016,2,2,F2F,0,Final,90,84,-6,1,,,
90,13A23,2016,2,2,F2F,0,FINAL,90,84,-6,1,,,
420,13A23,2016,2,2,F2F,0,Midterm II,90,84,-6,1,,,
363,23B5,2016,2,2,F2F,0,final,88,82,-6,1,,,
1196,13A14,2016,2,2,F2F,0,Final,87,81,-6,1,,,
109,13D13,2016,2,2,F2F,0,Final,86,80,-6,1,,,
2249,41A19,2016,1,2,F2F,0,Midterm I,85,79,-6,1,,,
2200,41A10,2016,1,2,F2F,0,final,82,76,-6,1,,,
1388,11A7,2016,1,2,F2F,0,Medterm II,81,75,-6,1,,,
2396,31A19,2016,1,2,F2F,1,Midterm I,76,70,-6,1,,,
1701,21B18,2016,1,2,F2F,0,final,74,68,-6,1,,,
1325,11A17,2016,1,2,F2F,1,Final,72,66,-6,1,,,
1718,21B21,2016,1,2,F2F,1,Final,71,65,-6,1,,,
1414,11B15,2016,1,2,F2F,0,Final,70,64,-6,1,,,
2216,41A11,2016,1,2,F2F,0,Test1,80,74,-6,1,,,
160,13B23,2016,2,2,F2F,1,Quiz7,98,92,-6,1,,,
1267,23B11,2016,2,2,F2F,0,Quiz7,93,87,-6,1,,,
970,13A23,2016,2,2,F2F,1,Quiz6,90,84,-6,1,,,
1248,23B7,2016,2,2,F2F,1,Test3,90,84,-6,1,,,
1791,21B22,2016,1,2,F2F,1,Quiz6,73,67,-6,1,,,
1886,21B22,2016,1,2,F2F,1,Test3,73,67,-6,1,,,
1346,11B19,2016,1,2,F2F,0,test2,60,54.5,-5.5,1,,,
